pid,seed,cost,incb
27,578,56.485486,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
28,983439,115.117957,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
29,578,22.472614999999998,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
30,1337,27.244737,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
31,777,33.635130000000004,"{'avg_value': -0.16619612908070258, 'avg_value_by_weight': -0.12312296667506595, 'max_value': -0.8429708153360154, 'max_value_by_weight': -0.17640850970221345, 'min_value': 0.18606529119214876, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.2808678306462067}"
32,578,18.468892,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
33,777,12.158546999999999,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
34,777,4.596258,"{'avg_value': -0.3864807328722727, 'avg_value_by_weight': -0.3821136210465461, 'max_value': -0.6375154929960504, 'max_value_by_weight': 0.6857159088760101, 'min_value': 0.11207910731051052, 'min_value_by_weight': -0.2924304065997396, 'weight': -0.9334144273711296}"
35,777,6.679575,"{'avg_value': -0.16619612908070258, 'avg_value_by_weight': -0.12312296667506595, 'max_value': -0.8429708153360154, 'max_value_by_weight': -0.17640850970221345, 'min_value': 0.18606529119214876, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.2808678306462067}"
36,1337,54.985149,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
37,1337,34.419175,"{'avg_value': -0.31874492572076774, 'avg_value_by_weight': 0.8371019972036584, 'max_value': -0.5137786374258548, 'max_value_by_weight': 0.5213631080950316, 'min_value': 0.4865553084106793, 'min_value_by_weight': -0.21632164202103799, 'weight': 0.1859256721917515}"
38,983439,5.104257,"{'avg_value': -0.6810092732540844, 'avg_value_by_weight': 0.3583551341554361, 'max_value': -0.24456480532311398, 'max_value_by_weight': 0.7705478435776585, 'min_value': 0.3622229005585753, 'min_value_by_weight': 0.9775072074155169, 'weight': 0.189611292323683}"
39,777,25.197538,"{'avg_value': -0.8659026598892492, 'avg_value_by_weight': 0.04547072083560022, 'max_value': -0.43986776749746537, 'max_value_by_weight': -0.3566058450066254, 'min_value': 0.20549013045314046, 'min_value_by_weight': 0.31695348148848534, 'weight': -0.5049837644608264}"
40,1337,7.028105,"{'avg_value': 0.012305209177828402, 'avg_value_by_weight': 0.9415748233369103, 'max_value': -0.9775739174440056, 'max_value_by_weight': 0.01696017382733106, 'min_value': -0.05791861652593555, 'min_value_by_weight': 0.31589952631485985, 'weight': 0.4246605377623305}"
41,578,115.040181,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
42,777,24.80902,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
43,983439,13.287846,"{'avg_value': 0.07463304679663896, 'avg_value_by_weight': 0.9252013407566826, 'max_value': -0.08294996932937593, 'max_value_by_weight': 0.48427067291427495, 'min_value': 0.7655864919660322, 'min_value_by_weight': 0.7612896296786134, 'weight': -0.11574183728083276}"
44,578,84.869451,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
45,1337,25.516001000000003,"{'avg_value': -0.9845983440902459, 'avg_value_by_weight': 0.5144825072202792, 'max_value': -0.7695765615836891, 'max_value_by_weight': 0.9407857451377719, 'min_value': -0.024454974889673853, 'min_value_by_weight': 0.6005427842550446, 'weight': 0.1682376848711431}"
46,777,93.139673,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
47,1337,5.296999,"{'avg_value': -0.38941495650196445, 'avg_value_by_weight': 0.9445407589196841, 'max_value': -0.5095064880665721, 'max_value_by_weight': 0.030468891810706333, 'min_value': 0.22971875561589772, 'min_value_by_weight': 9.306997513558457e-06, 'weight': 0.44237119102221567}"
48,777,35.295035999999996,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
49,777,34.149854999999995,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
50,777,4.680597,"{'avg_value': -0.22294089519429938, 'avg_value_by_weight': 0.11642317909590782, 'max_value': -0.669875103926802, 'max_value_by_weight': 0.08290630529219611, 'min_value': -0.09028345000060634, 'min_value_by_weight': -0.2526810032949387, 'weight': -1.0}"
51,777,17.811838,"{'avg_value': -0.6612651301775766, 'avg_value_by_weight': -0.033409204553181304, 'max_value': -0.8098033563438294, 'max_value_by_weight': 0.8501499974117028, 'min_value': -0.28840251090216207, 'min_value_by_weight': 0.7545974800017587, 'weight': -0.08450631796104002}"
52,777,4.7815069999999995,"{'avg_value': -0.9372434926213739, 'avg_value_by_weight': -0.769941807979765, 'max_value': 0.17893702333881945, 'max_value_by_weight': 0.3241236602407007, 'min_value': 0.0682093148299372, 'min_value_by_weight': 0.9451773673912769, 'weight': -0.9299468110241575}"
53,777,2400.0,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
54,1337,16.937214,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
55,578,214.76299200000003,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
56,1337,22.913590000000003,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
57,1337,39.920279,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
58,1337,24.006633,"{'avg_value': -0.38926674795958416, 'avg_value_by_weight': 0.29398658044966797, 'max_value': -0.7178958492382783, 'max_value_by_weight': -0.3172401750790197, 'min_value': 0.5747767711729956, 'min_value_by_weight': 0.6541075210399889, 'weight': -0.13450432804196577}"
59,1337,352.276496,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
60,578,45.177711,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
61,777,7.65411,"{'avg_value': -0.8809054631169908, 'avg_value_by_weight': -0.6612788374083114, 'max_value': -0.04654270266924865, 'max_value_by_weight': 0.958436761904466, 'min_value': -0.701872468963495, 'min_value_by_weight': 0.6207679421816148, 'weight': -0.6412424226098734}"
62,578,694.9403299999999,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
63,1337,46.435103,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
64,777,11.094463000000001,"{'avg_value': -0.22902144612449138, 'avg_value_by_weight': 0.54822077554518, 'max_value': -0.9391525713221105, 'max_value_by_weight': 0.9624314694856797, 'min_value': 0.041455021062969166, 'min_value_by_weight': 0.33676397467710095, 'weight': 0.5190873374798399}"
65,1337,84.292131,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
66,777,35.386588999999994,"{'avg_value': 0.07620794070989056, 'avg_value_by_weight': 0.16032853673323877, 'max_value': -0.5693277177552846, 'max_value_by_weight': 0.5187897271163617, 'min_value': 0.6069617442562343, 'min_value_by_weight': -0.09303635132900068, 'weight': -0.08546861170449582}"
67,777,28.501357,"{'avg_value': -0.5356431415113214, 'avg_value_by_weight': 0.936656019849953, 'max_value': -0.09096382291843508, 'max_value_by_weight': 0.21296395497523757, 'min_value': 0.3867722341883766, 'min_value_by_weight': 0.37545433198774947, 'weight': -0.2276292981043999}"
68,777,4.943048999999999,"{'avg_value': -0.1588437954419053, 'avg_value_by_weight': 0.2517583339129301, 'max_value': -0.8972363659966125, 'max_value_by_weight': 0.8353935351834636, 'min_value': 0.5801656651326748, 'min_value_by_weight': 0.7101627796344239, 'weight': 0.29365972576272203}"
69,777,81.275097,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
70,777,1.989153,"{'avg_value': -0.6728511371243394, 'avg_value_by_weight': 0.3911172481661118, 'max_value': -0.39432110387140185, 'max_value_by_weight': 0.6371563403377429, 'min_value': 0.03853693029732064, 'min_value_by_weight': 0.660800007776009, 'weight': -0.0032633474523862116}"
71,777,7.509703,"{'avg_value': -0.3714799774343207, 'avg_value_by_weight': 0.33569039401235656, 'max_value': -0.4488455582201851, 'max_value_by_weight': 0.8929981016625712, 'min_value': -0.06590026400881543, 'min_value_by_weight': 0.768394275324606, 'weight': 0.48975526661319746}"
72,777,191.110632,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
73,777,26.795627,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
74,1337,15.324746,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
75,578,89.972065,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
76,777,108.978228,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
77,1337,4.608086,"{'avg_value': -0.9905268342570865, 'avg_value_by_weight': 0.20418485817591314, 'max_value': -0.9597013092316298, 'max_value_by_weight': -0.4660981065966725, 'min_value': 0.1444152200676414, 'min_value_by_weight': 0.8006065532085755, 'weight': -0.9228462946364043}"
78,1337,178.975034,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
79,3345,14.984309999999999,"{'avg_value': 0.3484489753939095, 'avg_value_by_weight': 0.9836550556696133, 'max_value': -0.9052310242660206, 'max_value_by_weight': -0.35256051164015023, 'min_value': -0.1540851366372159, 'min_value_by_weight': 0.4161539879119458, 'weight': 0.014235487064616192}"
80,578,18.078746,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
81,578,71.573383,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
82,1337,105.434636,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
83,1337,32.894816,"{'avg_value': 0.7040950446898593, 'avg_value_by_weight': 0.874765889163942, 'max_value': -0.9534834825629404, 'max_value_by_weight': -0.28243000252346695, 'min_value': -0.2910476048296551, 'min_value_by_weight': -0.04375014958574042, 'weight': -0.7237194970791863}"
84,3345,40.628507000000006,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
85,1337,9.248016,"{'avg_value': -0.011071838444767446, 'avg_value_by_weight': 0.9137774056303798, 'max_value': -0.948535933063346, 'max_value_by_weight': 0.03974402647959141, 'min_value': 0.0837520742169755, 'min_value_by_weight': 0.24436996990036786, 'weight': 0.25452514606325183}"
86,1337,38.673257,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
87,1337,64.125991,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
88,578,690.4187360000001,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
89,578,54.607656,"{'avg_value': 0.20471215741150495, 'avg_value_by_weight': 0.7358199529664669, 'max_value': -0.8119258573809633, 'max_value_by_weight': 0.5278996564041818, 'min_value': -0.2511901895818376, 'min_value_by_weight': 0.5311984836740926, 'weight': 0.1503827091622838}"
90,1337,17.748973,"{'avg_value': 0.03814845100887476, 'avg_value_by_weight': 0.2597923628662435, 'max_value': -0.9220112643558258, 'max_value_by_weight': 0.9220778072212026, 'min_value': 0.4470521275075725, 'min_value_by_weight': 0.9990402833701075, 'weight': 0.40172721535156986}"
91,777,18.673547000000003,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
92,470,2.3679569999999996,"{'avg_value': -0.37863962611066215, 'avg_value_by_weight': 0.8363659103945675, 'max_value': 0.24462621123503703, 'max_value_by_weight': 0.08667900525412131, 'min_value': 0.6461540378129695, 'min_value_by_weight': -0.11734513702410454, 'weight': 0.14407568109922897}"
93,777,76.143128,"{'avg_value': -0.16619612908070258, 'avg_value_by_weight': -0.12312296667506595, 'max_value': -0.8429708153360154, 'max_value_by_weight': -0.17640850970221345, 'min_value': 0.18606529119214876, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.2808678306462067}"
94,777,24.097601,"{'avg_value': 0.6574634225933156, 'avg_value_by_weight': 0.9493197537463278, 'max_value': -0.9402535460417172, 'max_value_by_weight': 0.8981235354762622, 'min_value': -0.9720795268846416, 'min_value_by_weight': 0.8106241126333595, 'weight': -0.9326067017800683}"
95,777,64.87184,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
96,1337,49.292576999999994,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
97,1337,21.146942,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
98,578,19.725291,"{'avg_value': -0.02613470330983736, 'avg_value_by_weight': 0.7914076216828989, 'max_value': -0.6585609045053904, 'max_value_by_weight': 0.8170826004998843, 'min_value': 0.4135634633045284, 'min_value_by_weight': -0.48604797445279235, 'weight': 0.5824881287446606}"
99,578,165.72344800000002,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
100,578,3.477071,"{'avg_value': -0.2104496661602876, 'avg_value_by_weight': 0.665801997987316, 'max_value': -0.6515661654272097, 'max_value_by_weight': 0.6304756911321585, 'min_value': 0.27308692134833756, 'min_value_by_weight': -0.05962311248303365, 'weight': 0.14322906567706717}"
101,578,7.798713,"{'avg_value': -0.3011113607195235, 'avg_value_by_weight': 0.928575008911295, 'max_value': -0.7802801311792118, 'max_value_by_weight': 0.27580126465395116, 'min_value': 0.2827786373546397, 'min_value_by_weight': 0.24234876483717982, 'weight': 0.7725371952243041}"
102,1337,29.275943,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
103,578,122.090259,"{'avg_value': -0.7561549405290822, 'avg_value_by_weight': -0.04241534218535059, 'max_value': -0.45971427219454886, 'max_value_by_weight': -0.13360038372026684, 'min_value': -0.4106853282829024, 'min_value_by_weight': 0.880468731967055, 'weight': -0.9451791086277606}"
104,578,24.593657,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
