pid,seed,cost,incb
39,777,12.145218,"{'avg_value': 0.6548237051440922, 'avg_value_by_weight': -0.3628243360861998, 'max_value': -0.7743859526107681, 'max_value_by_weight': 0.8597961026841738, 'min_value': -0.6521574300079507, 'min_value_by_weight': 0.9068729090754273, 'weight': -0.9913127647226463}"
40,777,10.575135,"{'avg_value': -0.6891105845678522, 'avg_value_by_weight': 0.6786024406976616, 'max_value': -0.7496572719117978, 'max_value_by_weight': 0.854054049162166, 'min_value': 0.8165994619388468, 'min_value_by_weight': -0.2708733674843137, 'weight': -0.29289340386374463}"
41,777,5.157288,"{'avg_value': -0.3388251761486636, 'avg_value_by_weight': 0.05071877072818931, 'max_value': -0.8752856843974515, 'max_value_by_weight': 0.9966716749055067, 'min_value': 0.6840539166073143, 'min_value_by_weight': 0.5321464523120103, 'weight': 0.01758728794818265}"
42,777,23.531864,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
43,777,1200.0,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
44,777,17.14387,"{'avg_value': -0.5361890249040473, 'avg_value_by_weight': 0.49017927346640255, 'max_value': -0.9078596956269078, 'max_value_by_weight': -0.16801051353603902, 'min_value': 0.8634345576822724, 'min_value_by_weight': -0.2391289721518326, 'weight': -0.12461367700638437}"
45,777,23.635345,"{'avg_value': -0.16619612908070258, 'avg_value_by_weight': -0.12312296667506595, 'max_value': -0.8429708153360154, 'max_value_by_weight': -0.17640850970221345, 'min_value': 0.18606529119214876, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.2808678306462067}"
46,777,63.389755,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
47,777,9.566275000000001,"{'avg_value': -0.30161956337129436, 'avg_value_by_weight': -0.23896142451775515, 'max_value': -0.5317686355597446, 'max_value_by_weight': 0.28279042826240897, 'min_value': -0.3491705770177935, 'min_value_by_weight': 0.9058098939962853, 'weight': -0.05749407038589549}"
48,777,8.44006,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
49,777,22.395911,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
50,777,30.560442000000002,"{'avg_value': -0.16525835449303905, 'avg_value_by_weight': -0.7899571534998828, 'max_value': -0.48384536092144725, 'max_value_by_weight': 0.3445966851409452, 'min_value': -0.24702373818258483, 'min_value_by_weight': 0.8322398043054553, 'weight': -0.974241183716942}"
51,777,6.808692,"{'avg_value': -0.11545612922467718, 'avg_value_by_weight': -0.04593448242515685, 'max_value': -0.8607840645335669, 'max_value_by_weight': -0.19558289894186498, 'min_value': -0.05760035755116499, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.10139876123690117}"
52,777,13.713097000000001,"{'avg_value': 0.6548237051440922, 'avg_value_by_weight': -0.3628243360861998, 'max_value': -0.7743859526107681, 'max_value_by_weight': 0.8597961026841738, 'min_value': -0.6521574300079507, 'min_value_by_weight': 0.9068729090754273, 'weight': -0.9913127647226463}"
53,777,17.229641,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
54,777,10.571025,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
55,777,7.4531920000000005,"{'avg_value': -0.8809054631169908, 'avg_value_by_weight': -0.5151524956888311, 'max_value': 0.1872673393855131, 'max_value_by_weight': 0.958436761904466, 'min_value': -0.701872468963495, 'min_value_by_weight': 0.5683951622664325, 'weight': -0.8098542456869624}"
56,777,6.069127,"{'avg_value': -0.8540711407179056, 'avg_value_by_weight': -0.5671934822492961, 'max_value': -0.689427100201017, 'max_value_by_weight': 0.6903255132559407, 'min_value': 0.1808369597772328, 'min_value_by_weight': 0.04432711044366533, 'weight': -0.31207591817659863}"
57,777,5.41486,"{'avg_value': 0.30267302093399606, 'avg_value_by_weight': -0.4539811099843273, 'max_value': -0.771858602750213, 'max_value_by_weight': 0.780545316664832, 'min_value': -0.5388983230999347, 'min_value_by_weight': 0.9432348434474072, 'weight': -0.9995390541649117}"
58,777,37.760636,"{'avg_value': 0.6548237051440922, 'avg_value_by_weight': -0.3628243360861998, 'max_value': -0.7743859526107681, 'max_value_by_weight': 0.8597961026841738, 'min_value': -0.6521574300079507, 'min_value_by_weight': 0.9068729090754273, 'weight': -0.9913127647226463}"
59,777,1.209613,"{'avg_value': -0.482085437290944, 'avg_value_by_weight': 0.9004987345877733, 'max_value': -0.6401909606931493, 'max_value_by_weight': 0.7557083326210581, 'min_value': 0.4009125865729688, 'min_value_by_weight': -0.18765022307504298, 'weight': 0.49289712639923433}"
60,777,19.676014,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
61,777,8.184752,"{'avg_value': -0.8743767325275524, 'avg_value_by_weight': -0.1170623121876262, 'max_value': -0.9434028330786496, 'max_value_by_weight': 0.9571241768565357, 'min_value': 0.2929348306079722, 'min_value_by_weight': 0.6347595201628213, 'weight': 0.0623185047245296}"
62,777,6.862354,"{'avg_value': -0.8370308506311483, 'avg_value_by_weight': -0.38882515958501074, 'max_value': 0.9158518186863014, 'max_value_by_weight': 0.8424959136719739, 'min_value': -0.20841999370690178, 'min_value_by_weight': 0.9374418107528315, 'weight': 0.6075034448672292}"
63,777,87.207407,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
64,777,31.311214,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
65,777,2.687484,"{'avg_value': -0.307205088346705, 'avg_value_by_weight': 0.06987196037366572, 'max_value': -0.8060231545642103, 'max_value_by_weight': 0.5141257888027178, 'min_value': 0.11892185894687612, 'min_value_by_weight': 0.7521713477559593, 'weight': -0.011144640854295451}"
66,777,7.931684,"{'avg_value': -0.21791982092879292, 'avg_value_by_weight': 0.9695582334170487, 'max_value': -0.5692620219308431, 'max_value_by_weight': 0.9300565252822157, 'min_value': 0.22823019674596945, 'min_value_by_weight': -0.41762984521479374, 'weight': 0.30730176918935515}"
67,777,39.311997999999996,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
68,777,1200.0,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
69,777,59.794549,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
70,777,12.696277,"{'avg_value': -0.8809054631169908, 'avg_value_by_weight': -0.6612788374083114, 'max_value': -0.04654270266924865, 'max_value_by_weight': 0.958436761904466, 'min_value': -0.701872468963495, 'min_value_by_weight': 0.6207679421816148, 'weight': -0.6412424226098734}"
71,777,21.012241,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
72,777,24.267595,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
73,777,101.858475,"{'avg_value': 0.6548237051440922, 'avg_value_by_weight': -0.3628243360861998, 'max_value': -0.7743859526107681, 'max_value_by_weight': 0.8597961026841738, 'min_value': -0.6521574300079507, 'min_value_by_weight': 0.9068729090754273, 'weight': -0.9913127647226463}"
74,777,1200.0,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
75,777,4.982918,"{'avg_value': -0.9196682130694369, 'avg_value_by_weight': -0.9938571129897942, 'max_value': 0.21792001520048787, 'max_value_by_weight': 0.595648484833514, 'min_value': -0.031077338509649666, 'min_value_by_weight': 0.65790642330893, 'weight': -0.9998284413671127}"
76,777,3.3751830000000003,"{'avg_value': -0.8945882868934616, 'avg_value_by_weight': 0.6036164853797299, 'max_value': -0.6969505164033707, 'max_value_by_weight': 0.7998914871999685, 'min_value': 0.4438983450243654, 'min_value_by_weight': 0.8317873838628707, 'weight': -0.11638681067601886}"
77,777,5.322554,"{'avg_value': -0.6095236588668438, 'avg_value_by_weight': 0.15631168009015317, 'max_value': -0.3491041456011452, 'max_value_by_weight': 0.3008590789561534, 'min_value': -0.6437489219454254, 'min_value_by_weight': 0.8125624023721938, 'weight': -0.15685159898590384}"
78,777,27.977474,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
79,777,13.419915,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
80,777,19.022669999999998,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
81,777,1.656588,"{'avg_value': 0.1865739958235555, 'avg_value_by_weight': 0.29921700709525645, 'max_value': -0.9421288827827103, 'max_value_by_weight': 0.964097243202392, 'min_value': -0.004541333735613717, 'min_value_by_weight': 0.42188864635212586, 'weight': 0.23472936158832192}"
82,777,2.548196,"{'avg_value': -0.3947887617290924, 'avg_value_by_weight': 0.736505359886038, 'max_value': -0.8096298721036654, 'max_value_by_weight': 0.9206979409373879, 'min_value': 0.9861689997298753, 'min_value_by_weight': 0.444336549989679, 'weight': 0.645464740980555}"
83,777,10.280766,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
84,777,49.127198,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
85,777,15.597064,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
86,777,3.1793609999999997,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
87,777,1200.0,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
88,777,30.101829,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
89,777,3.3548620000000002,"{'avg_value': -0.6879168639185449, 'avg_value_by_weight': 0.24243493220448764, 'max_value': -0.6954099264161866, 'max_value_by_weight': -0.19043191749582744, 'min_value': 0.43406834462038457, 'min_value_by_weight': 0.8743679010062806, 'weight': -0.2871286561472284}"
90,777,2.972106,"{'avg_value': 0.6548237051440922, 'avg_value_by_weight': -0.3628243360861998, 'max_value': -0.7743859526107681, 'max_value_by_weight': 0.8597961026841738, 'min_value': -0.6521574300079507, 'min_value_by_weight': 0.9068729090754273, 'weight': -0.9913127647226463}"
91,777,14.32921,"{'avg_value': -0.16619612908070258, 'avg_value_by_weight': -0.12312296667506595, 'max_value': -0.8429708153360154, 'max_value_by_weight': -0.17640850970221345, 'min_value': 0.18606529119214876, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.2808678306462067}"
92,777,2.567779,"{'avg_value': -0.8939583708841321, 'avg_value_by_weight': 0.34817847660888934, 'max_value': -0.8004689822309794, 'max_value_by_weight': 0.699073788570532, 'min_value': 0.5134991843631989, 'min_value_by_weight': 0.35965967853222525, 'weight': 0.16783989512872566}"
93,777,1200.0,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
94,777,5.073089,"{'avg_value': -0.8171886825069737, 'avg_value_by_weight': -0.38622354640392476, 'max_value': -0.5539614045474954, 'max_value_by_weight': 0.6925993412841982, 'min_value': 0.1602205138841919, 'min_value_by_weight': 0.06465829998992945, 'weight': -0.18130232382098244}"
95,777,5.8092630000000005,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
96,777,47.042585,"{'avg_value': -0.8809054631169908, 'avg_value_by_weight': -0.6612788374083114, 'max_value': -0.04654270266924865, 'max_value_by_weight': 0.958436761904466, 'min_value': -0.701872468963495, 'min_value_by_weight': 0.6207679421816148, 'weight': -0.6412424226098734}"
97,777,3.1248959999999997,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
98,777,8.490684,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
99,777,2.8637330000000003,"{'avg_value': -0.1588437954419053, 'avg_value_by_weight': 0.2517583339129301, 'max_value': -0.8972363659966125, 'max_value_by_weight': 0.8353935351834636, 'min_value': 0.5801656651326748, 'min_value_by_weight': 0.7101627796344239, 'weight': 0.29365972576272203}"
100,777,8.855911,"{'avg_value': -0.5835494562643659, 'avg_value_by_weight': 0.8064775252222967, 'max_value': -0.8490016157336113, 'max_value_by_weight': 0.8398496461360387, 'min_value': 0.8507912608014114, 'min_value_by_weight': -0.37412298542942435, 'weight': 0.6140760801320662}"
101,777,76.56983899999999,"{'avg_value': -0.358449642050916, 'avg_value_by_weight': -0.1600880049296134, 'max_value': -0.5822428927790964, 'max_value_by_weight': 0.8969078080816275, 'min_value': 0.5407031740211903, 'min_value_by_weight': -0.27605234001231205, 'weight': -0.13562262444985196}"
102,777,10.580131,"{'avg_value': -0.16619612908070258, 'avg_value_by_weight': -0.12312296667506595, 'max_value': -0.8429708153360154, 'max_value_by_weight': -0.17640850970221345, 'min_value': 0.18606529119214876, 'min_value_by_weight': 0.9757319949957359, 'weight': -0.2808678306462067}"
103,777,6.464078000000001,"{'avg_value': 0.6910225636576945, 'avg_value_by_weight': 0.44176237454922673, 'max_value': -0.7588405473135467, 'max_value_by_weight': 0.89555906010928, 'min_value': 0.49753088677496904, 'min_value_by_weight': 0.16354779417536758, 'weight': 0.12594202497462081}"
104,777,86.662227,"{'avg_value': 0.0, 'avg_value_by_weight': 0.0, 'max_value': 0.0, 'max_value_by_weight': 0.0, 'min_value': 0.0, 'min_value_by_weight': 0.0, 'weight': -1.0}"
