pid,seed,cost,incb
35,578,24.34666,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
36,1337,23.771008000000002,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
37,578,11.908722,"{'avg_value': -0.8275730566933652, 'avg_value_by_weight': 0.7553967370469175, 'max_value': -0.9376074488522989, 'max_value_by_weight': -0.2399220370898022, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.6399177453953506, 'weight': 0.45411995173480557}"
38,578,10.880884,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
39,578,31.948943,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
40,578,16.194086,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.8776844538074207, 'max_value': -0.9205034670449643, 'max_value_by_weight': -0.001110121446898149, 'min_value': 0.8941787880876273, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.5744630637383183}"
41,983439,19.4974,"{'avg_value': -0.5051122794360963, 'avg_value_by_weight': 0.4198477543672017, 'max_value': -0.8542922833606046, 'max_value_by_weight': 0.7406388399679504, 'min_value': 0.2851582804187798, 'min_value_by_weight': 0.9339681846336398, 'weight': 0.08286325608783418}"
42,578,11.447961999999999,"{'avg_value': -0.9014433160573607, 'avg_value_by_weight': 0.574850748768849, 'max_value': -0.9534367496833563, 'max_value_by_weight': 0.023693247502539982, 'min_value': 0.8204291179149517, 'min_value_by_weight': 0.5214098500652766, 'weight': -0.11519155685805027}"
43,470,10.338062,"{'avg_value': -0.8272557228816697, 'avg_value_by_weight': 0.40654042853025985, 'max_value': -0.7090267505178967, 'max_value_by_weight': 0.41744311508374565, 'min_value': 0.7269699790960185, 'min_value_by_weight': 0.8444678774160088, 'weight': 0.5675914525621977}"
44,1337,21.916994000000003,"{'avg_value': -0.6315202858200406, 'avg_value_by_weight': 0.6953077077063436, 'max_value': -0.7222231621489668, 'max_value_by_weight': 0.06620197473284262, 'min_value': 0.1242093057070921, 'min_value_by_weight': 0.7258257806205777, 'weight': 0.4812341467246586}"
45,1337,14.721663000000001,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
46,470,10.590367,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
47,578,46.625944,"{'avg_value': -0.980694245094839, 'avg_value_by_weight': 0.903467796891585, 'max_value': -0.9185265386857018, 'max_value_by_weight': -0.5641567373223388, 'min_value': 0.24056891286251147, 'min_value_by_weight': 0.8143093961100838, 'weight': -0.1691069927148907}"
48,1337,35.987207,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
49,470,8.750776,"{'avg_value': -0.9257790553605509, 'avg_value_by_weight': 0.6123686178333052, 'max_value': -0.6481363552675755, 'max_value_by_weight': -0.029452107120625515, 'min_value': 0.6167177420943817, 'min_value_by_weight': 0.14920299119327884, 'weight': 0.2805096927505337}"
50,983439,10.392805,"{'avg_value': -0.12140596727973363, 'avg_value_by_weight': 0.8759674293337514, 'max_value': -0.8719813299511725, 'max_value_by_weight': -0.4348938378276064, 'min_value': 0.48827052064859355, 'min_value_by_weight': 0.023663095792872513, 'weight': 0.19474420998372444}"
51,983439,19.710126000000002,"{'avg_value': -0.23715991375387602, 'avg_value_by_weight': 0.4794749462247452, 'max_value': -0.24533560381113584, 'max_value_by_weight': 0.3934554663971903, 'min_value': 0.08569132436424054, 'min_value_by_weight': 0.11780412350026448, 'weight': -0.9949627929893032}"
52,983439,7.20442,"{'avg_value': -0.0021790713163089004, 'avg_value_by_weight': 0.662228704126498, 'max_value': -0.8739826915638099, 'max_value_by_weight': 0.29522627730589757, 'min_value': 0.44270256289038, 'min_value_by_weight': -0.06392046628979253, 'weight': 0.4163806206917282}"
53,578,11.481279,"{'avg_value': -0.995297883564587, 'avg_value_by_weight': 0.9685597718514398, 'max_value': -0.8629310647102456, 'max_value_by_weight': 0.7026538266402318, 'min_value': 0.5882089678380367, 'min_value_by_weight': 0.7520758153544238, 'weight': 0.2634712452046879}"
54,578,10.669876,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
55,578,15.175204,"{'avg_value': -0.8210586435045966, 'avg_value_by_weight': 0.22442607203301423, 'max_value': -0.687107593608054, 'max_value_by_weight': 0.9023443031489942, 'min_value': 0.23995115294078073, 'min_value_by_weight': 0.720840984095058, 'weight': -0.04525179356237641}"
56,470,17.056548,"{'avg_value': -0.9423489430090002, 'avg_value_by_weight': 0.8932632350726724, 'max_value': -0.8162756074806352, 'max_value_by_weight': 0.6432837704925798, 'min_value': 0.9627661592250938, 'min_value_by_weight': 0.8115359821656558, 'weight': 0.9359393758594139}"
57,578,18.927349999999997,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
58,470,19.105152,"{'avg_value': -0.34003000204930056, 'avg_value_by_weight': 0.7696795676008983, 'max_value': -0.5978005503571251, 'max_value_by_weight': 0.009815882889303573, 'min_value': -0.10238476282464526, 'min_value_by_weight': 0.5401652559689456, 'weight': 0.48302849763122424}"
59,983439,8.366753,"{'avg_value': -0.646518483002151, 'avg_value_by_weight': -0.1420100796825513, 'max_value': -0.025038782319628528, 'max_value_by_weight': 0.4245802020608451, 'min_value': 0.2863493947060234, 'min_value_by_weight': 0.9228282397865737, 'weight': 0.250055896741608}"
60,983439,18.523293000000002,"{'avg_value': -0.43455691233268134, 'avg_value_by_weight': 0.6381568351951548, 'max_value': -0.6511877860474631, 'max_value_by_weight': 0.5104635806985804, 'min_value': 0.1528867000177505, 'min_value_by_weight': 0.5523211440116509, 'weight': 0.6237878566649673}"
61,470,36.48948,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
62,578,13.128656,"{'avg_value': -0.8973665525751771, 'avg_value_by_weight': 0.9108234479569861, 'max_value': -0.5929848710555934, 'max_value_by_weight': 0.6340304021715057, 'min_value': 0.71630522493552, 'min_value_by_weight': -0.4791547072218678, 'weight': 0.12265733443560478}"
63,578,14.66106,"{'avg_value': -0.8005492051488695, 'avg_value_by_weight': 0.7226354345498933, 'max_value': -0.6303589034037373, 'max_value_by_weight': 0.9283225979517251, 'min_value': 0.6507975182262968, 'min_value_by_weight': 0.8342316537926264, 'weight': 0.3982152589590331}"
64,470,17.213887999999997,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
65,470,17.749496999999998,"{'avg_value': -0.5397309404190408, 'avg_value_by_weight': 0.9145672643849168, 'max_value': -0.5010853738332779, 'max_value_by_weight': -0.46030479103297406, 'min_value': 0.26981376232620224, 'min_value_by_weight': 0.10391422388387328, 'weight': -0.002681213863281684}"
66,470,22.180746,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
67,1337,13.80025,"{'avg_value': -0.23249914094518065, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.8814932694001019, 'max_value_by_weight': 0.1366351299235582, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.384555294896213, 'weight': 0.3500811626429192}"
68,1337,24.026011,"{'avg_value': -0.19400275659573718, 'avg_value_by_weight': 0.7084349370972527, 'max_value': -0.6001753015163785, 'max_value_by_weight': -0.18499929728827436, 'min_value': 0.1014437468608067, 'min_value_by_weight': 0.5594047552892891, 'weight': 0.5039593646562208}"
69,470,27.549827999999998,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
70,470,22.209954,"{'avg_value': -0.9486846956915258, 'avg_value_by_weight': 0.30213676491722574, 'max_value': -0.8574174741658651, 'max_value_by_weight': 0.40693712658440995, 'min_value': 0.581049198360182, 'min_value_by_weight': 0.9258398835928652, 'weight': 0.6286905152575546}"
71,1337,40.933977,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
72,578,9.508903,"{'avg_value': -0.790152840655895, 'avg_value_by_weight': 0.863380557555042, 'max_value': -0.977690397987759, 'max_value_by_weight': 0.05168551971416058, 'min_value': 0.4502634246085555, 'min_value_by_weight': 0.693252791972852, 'weight': 0.5279051652100342}"
73,470,33.89827,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
74,983439,13.697733,"{'avg_value': -0.9847439208601074, 'avg_value_by_weight': -0.2911183573233116, 'max_value': -0.5492413168982407, 'max_value_by_weight': 0.6674046512997129, 'min_value': 0.7747688643308124, 'min_value_by_weight': 0.9056550684636955, 'weight': 0.2211892420760797}"
75,470,16.186067,"{'avg_value': -0.6672806998147498, 'avg_value_by_weight': 0.7275120649204652, 'max_value': -0.6417804337126183, 'max_value_by_weight': -0.2812843828996132, 'min_value': 0.8690371557657697, 'min_value_by_weight': 0.6368831338425116, 'weight': -0.050368888484483954}"
76,470,28.741097,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
77,578,26.02063,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
78,470,10.060668000000001,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
79,578,11.142666,"{'avg_value': -0.8305747437114592, 'avg_value_by_weight': 0.9665294882631044, 'max_value': -0.7367929042631207, 'max_value_by_weight': 0.8228155621448114, 'min_value': 0.44332592525180403, 'min_value_by_weight': 0.9267403712006583, 'weight': 0.5014134351540944}"
80,470,18.551417,"{'avg_value': -0.8938825487702989, 'avg_value_by_weight': 0.510666863302679, 'max_value': -0.7162843984871485, 'max_value_by_weight': 0.8386773084347241, 'min_value': 0.6002581163848322, 'min_value_by_weight': -0.09203242203389905, 'weight': -0.22015254270358575}"
81,1337,21.488655,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
82,470,13.531062,"{'avg_value': -0.899469044273978, 'avg_value_by_weight': 0.12239055018567147, 'max_value': -0.7416732451667712, 'max_value_by_weight': 0.8594708371952022, 'min_value': 0.534293746932339, 'min_value_by_weight': -0.01643777102320343, 'weight': -0.9238603569476921}"
83,470,10.973759999999999,"{'avg_value': -0.8737270185254414, 'avg_value_by_weight': 0.8730612044953119, 'max_value': -0.36584037109799505, 'max_value_by_weight': -0.3026679101960803, 'min_value': 0.5391513841551876, 'min_value_by_weight': 0.29010749263303115, 'weight': 0.3408316370768445}"
84,470,16.986190999999998,"{'avg_value': -0.49051084974605763, 'avg_value_by_weight': 0.4799164606141515, 'max_value': -0.6790526114175703, 'max_value_by_weight': -0.05166669894234799, 'min_value': 0.5364259929903481, 'min_value_by_weight': 0.26554983063024706, 'weight': -0.12043494930204535}"
85,578,55.651323,"{'avg_value': 0.20471215741150495, 'avg_value_by_weight': 0.7358199529664669, 'max_value': -0.8119258573809633, 'max_value_by_weight': 0.5278996564041818, 'min_value': -0.2511901895818376, 'min_value_by_weight': 0.5311984836740926, 'weight': 0.1503827091622838}"
86,470,15.299258,"{'avg_value': -0.9486846956915258, 'avg_value_by_weight': 0.30213676491722574, 'max_value': -0.8574174741658651, 'max_value_by_weight': 0.40693712658440995, 'min_value': 0.581049198360182, 'min_value_by_weight': 0.9258398835928652, 'weight': 0.6286905152575546}"
87,578,13.187035,"{'avg_value': -0.8120761739818075, 'avg_value_by_weight': 0.9047371526456416, 'max_value': -0.757562423752292, 'max_value_by_weight': -0.07652752711221333, 'min_value': 0.15452693704513165, 'min_value_by_weight': 0.98100553147379, 'weight': 0.8427058486702173}"
88,3345,11.241238,"{'avg_value': -0.6547549178689376, 'avg_value_by_weight': 0.4846665149378788, 'max_value': -0.8823127708202334, 'max_value_by_weight': 0.6535062901529114, 'min_value': 0.3090563379257789, 'min_value_by_weight': 0.7184447803340241, 'weight': 0.43781283863605447}"
89,470,16.753615,"{'avg_value': -0.006637702131924383, 'avg_value_by_weight': 0.7041363785147048, 'max_value': -0.8905534687712057, 'max_value_by_weight': 0.1363899009820102, 'min_value': 0.8616410279589479, 'min_value_by_weight': 0.17406804838242107, 'weight': 0.6253126215320934}"
90,470,16.169707,"{'avg_value': -0.9088635577546205, 'avg_value_by_weight': 0.9650284447561706, 'max_value': -0.87340500414597, 'max_value_by_weight': 0.605576954976399, 'min_value': 0.9410507491459592, 'min_value_by_weight': -0.6840171891420543, 'weight': -0.26586570673603793}"
91,470,69.703787,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
92,470,10.912647,"{'avg_value': -0.5908867252462139, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.7191147352470546, 'max_value_by_weight': 0.14942589173352117, 'min_value': 0.4652142756470605, 'min_value_by_weight': 0.32970589385545845, 'weight': 0.10853116124604911}"
93,3345,6.366407000000001,"{'avg_value': -0.5163561562839141, 'avg_value_by_weight': 0.9948201198575155, 'max_value': -0.322954708363802, 'max_value_by_weight': -0.4316599011272536, 'min_value': 0.3529461749752063, 'min_value_by_weight': 0.6003359292380266, 'weight': -0.10892941502355036}"
94,470,14.060192,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
95,3345,12.048753,"{'avg_value': -0.6970062844190175, 'avg_value_by_weight': 0.8295694916675469, 'max_value': -0.697253897378975, 'max_value_by_weight': 0.7927609964827307, 'min_value': 0.563263614906478, 'min_value_by_weight': 0.8848783925928196, 'weight': 0.6054142710191734}"
96,1337,17.076738,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
97,470,18.570157000000002,"{'avg_value': -0.7189822799881034, 'avg_value_by_weight': 0.3651322634368197, 'max_value': -0.5988929477776637, 'max_value_by_weight': 0.031139672020327858, 'min_value': 0.6553602698311971, 'min_value_by_weight': 0.2794919742704931, 'weight': -0.13372310607212312}"
98,1337,24.34605,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
